Date,MaxTemp(degF),MinTemp(degF),Precip(inches),TempSource,PrecipSource
8/5/1975,81,58,0,Cedar Weather Station,Cedar Weather Station
8/6/1975,75,46,0,Cedar Weather Station,Cedar Weather Station
8/7/1975,80,54,0,Cedar Weather Station,Cedar Weather Station
8/8/1975,88,65,0,Cedar Weather Station,Cedar Weather Station
8/9/1975,89,56,0,Cedar Weather Station,Cedar Weather Station
8/10/1975,88,60,0,Cedar Weather Station,Cedar Weather Station
8/11/1975,86,54,0,Cedar Weather Station,Cedar Weather Station
8/12/1975,90,65,0,Cedar Weather Station,Cedar Weather Station
8/13/1975,89,54,0,Cedar Weather Station,Cedar Weather Station
8/14/1975,82,51,0,Cedar Weather Station,Cedar Weather Station
8/15/1975,83,60,0,Cedar Weather Station,Cedar Weather Station
8/16/1975,82,59,0.09,Cedar Weather Station,Cedar Weather Station
8/17/1975,83,47,0.02,Cedar Weather Station,Cedar Weather Station
8/18/1975,71,45,0,Cedar Weather Station,Cedar Weather Station
8/19/1975,74,57,0.02,Cedar Weather Station,Cedar Weather Station
8/20/1975,79,58,1.86,Cedar Weather Station,Cedar Weather Station
8/21/1975,78,71,0,Cedar Weather Station,Cedar Weather Station
8/22/1975,76,60,0,Cedar Weather Station,Cedar Weather Station
8/23/1975,88,60,1.57,Cedar Weather Station,Cedar Weather Station
8/24/1975,89,67,0,Cedar Weather Station,Cedar Weather Station
8/25/1975,86,55,0.02,Cedar Weather Station,Cedar Weather Station
8/26/1975,75,51,0,Cedar Weather Station,Cedar Weather Station
8/27/1975,78,47,0,Cedar Weather Station,Cedar Weather Station
8/28/1975,77,62,1.83,Cedar Weather Station,Cedar Weather Station
8/29/1975,74,61,0,Cedar Weather Station,Cedar Weather Station
8/30/1975,71,56,0,Cedar Weather Station,Cedar Weather Station
8/31/1975,76,52,0,Cedar Weather Station,Cedar Weather Station
9/1/1975,81,61,0,Cedar Weather Station,Cedar Weather Station
9/2/1975,79,51,0,Cedar Weather Station,Cedar Weather Station
9/3/1975,76,46,0,Cedar Weather Station,Cedar Weather Station
9/4/1975,76,46,0,Cedar Weather Station,Cedar Weather Station
9/5/1975,71,56,0.04,Cedar Weather Station,Cedar Weather Station
9/6/1975,71,44,0,Cedar Weather Station,Cedar Weather Station
9/7/1975,68,52,0.49,Cedar Weather Station,Cedar Weather Station
9/8/1975,64,42,0,Cedar Weather Station,Cedar Weather Station
9/9/1975,67,42,0.05,Cedar Weather Station,Cedar Weather Station
9/10/1975,81,51,0.12,Cedar Weather Station,Cedar Weather Station
9/11/1975,81,47,0.08,Cedar Weather Station,Cedar Weather Station
9/12/1975,57,36,0,Cedar Weather Station,Cedar Weather Station
9/13/1975,66,33,0,Cedar Weather Station,Cedar Weather Station
9/14/1975,75,44,0,Cedar Weather Station,Cedar Weather Station
9/15/1975,68,48,0,Cedar Weather Station,Cedar Weather Station
9/16/1975,71,46,0,Cedar Weather Station,Cedar Weather Station
9/17/1975,70,49,0,Cedar Weather Station,Cedar Weather Station
9/18/1975,68,59,0.45,Cedar Weather Station,Cedar Weather Station
9/19/1975,60,48,0.07,Cedar Weather Station,Cedar Weather Station
9/20/1975,58,48,0.07,Cedar Weather Station,Cedar Weather Station
9/21/1975,56,43,0.11,Cedar Weather Station,Cedar Weather Station
9/22/1975,66,41,0,Cedar Weather Station,Cedar Weather Station
9/23/1975,65,46,0,Cedar Weather Station,Cedar Weather Station
9/24/1975,65,32,0,Cedar Weather Station,Cedar Weather Station
9/25/1975,66,31,0,Cedar Weather Station,Cedar Weather Station
9/26/1975,70,35,0,Cedar Weather Station,Cedar Weather Station
9/27/1975,72,40,0,Cedar Weather Station,Cedar Weather Station
9/28/1975,72,50,0,Cedar Weather Station,Cedar Weather Station
9/29/1975,64,47,0,Cedar Weather Station,Cedar Weather Station
9/30/1975,62,44,0,Cedar Weather Station,Cedar Weather Station
10/1/1975,53,35,0,Cedar Weather Station,Cedar Weather Station
10/2/1975,65,28,0,Cedar Weather Station,Cedar Weather Station
10/3/1975,75,44,0,Cedar Weather Station,Cedar Weather Station
10/4/1975,83,43,0,Cedar Weather Station,Cedar Weather Station
10/5/1975,83,57,0,Cedar Weather Station,Cedar Weather Station
10/6/1975,74,35,0,Cedar Weather Station,Cedar Weather Station
10/7/1975,81,53,0,Cedar Weather Station,Cedar Weather Station
10/8/1975,80,54,0,Cedar Weather Station,Cedar Weather Station
10/9/1975,73,43,0.15,Cedar Weather Station,Cedar Weather Station
10/10/1975,50,40,0,Cedar Weather Station,Cedar Weather Station
10/11/1975,62,29,0,Cedar Weather Station,Cedar Weather Station
10/12/1975,83,47,0,Cedar Weather Station,Cedar Weather Station
10/13/1975,82,47,0,Cedar Weather Station,Cedar Weather Station
10/14/1975,75,53,0.03,Cedar Weather Station,Cedar Weather Station
10/15/1975,64,40,0,Cedar Weather Station,Cedar Weather Station
10/16/1975,54,25,0,Cedar Weather Station,Cedar Weather Station
10/17/1975,62,31,0,Cedar Weather Station,Cedar Weather Station
10/18/1975,62,27,0,Cedar Weather Station,Cedar Weather Station
10/19/1975,66,32,0,Cedar Weather Station,Cedar Weather Station
10/20/1975,69,33,0,Cedar Weather Station,Cedar Weather Station
10/21/1975,68,46,0,Cedar Weather Station,Cedar Weather Station
10/22/1975,58,37,0,Cedar Weather Station,Cedar Weather Station
10/23/1975,56,42,0.08,Cedar Weather Station,Cedar Weather Station
10/24/1975,49,43,0.49,Cedar Weather Station,Cedar Weather Station
10/25/1975,52,31,0,Cedar Weather Station,Cedar Weather Station
10/26/1975,57,29,0,Cedar Weather Station,Cedar Weather Station
10/27/1975,55,41,0,Cedar Weather Station,Cedar Weather Station
10/28/1975,49,38,0,Cedar Weather Station,Cedar Weather Station
10/29/1975,51,19,0,Cedar Weather Station,Cedar Weather Station
10/30/1975,62,32,0,Cedar Weather Station,Cedar Weather Station
10/31/1975,66,47,0,Cedar Weather Station,Cedar Weather Station
11/1/1975,65,32,0,Cedar Weather Station,Cedar Weather Station
11/2/1975,69,40,0,Cedar Weather Station,Cedar Weather Station
11/3/1975,70,34,0,Cedar Weather Station,Cedar Weather Station
11/4/1975,73,32,0,Cedar Weather Station,Cedar Weather Station
11/5/1975,72,36,0,Cedar Weather Station,Cedar Weather Station
11/6/1975,64,52,0,Cedar Weather Station,Cedar Weather Station
11/7/1975,60,51,0,Cedar Weather Station,Cedar Weather Station
11/8/1975,55,30,0,Cedar Weather Station,Cedar Weather Station
11/9/1975,47,31,0.49,Cedar Weather Station,Cedar Weather Station
11/10/1975,51,33,0.51,Cedar Weather Station,Cedar Weather Station
11/11/1975,44,27,0.26,Cedar Weather Station,Cedar Weather Station
11/12/1975,41,28,0.23,Cedar Weather Station,Cedar Weather Station
11/13/1975,36,23,0,Cedar Weather Station,Cedar Weather Station
11/14/1975,44,16,0,Cedar Weather Station,Cedar Weather Station
11/15/1975,62,27,0,Cedar Weather Station,Cedar Weather Station
11/16/1975,61,26,0,Cedar Weather Station,Cedar Weather Station
11/17/1975,60,32,0,Cedar Weather Station,Cedar Weather Station
11/18/1975,60,31,0,Cedar Weather Station,Cedar Weather Station
11/19/1975,59,39,0.14,Cedar Weather Station,Cedar Weather Station
11/20/1975,41,25,1.99,Cedar Weather Station,Cedar Weather Station
11/21/1975,33,15,0.5,Cedar Weather Station,Cedar Weather Station
11/22/1975,31,5,0,Cedar Weather Station,Cedar Weather Station
11/23/1975,27,8,0,Cedar Weather Station,Cedar Weather Station
11/24/1975,22,8,0,Cedar Weather Station,Cedar Weather Station
11/25/1975,22,-1,0,Cedar Weather Station,Cedar Weather Station
11/26/1975,20,0,0,Cedar Weather Station,Cedar Weather Station
11/27/1975,29,3,0,Cedar Weather Station,Cedar Weather Station
11/28/1975,25,5,0,Cedar Weather Station,Cedar Weather Station
11/29/1975,39,24,0.12,Cedar Weather Station,Cedar Weather Station
11/30/1975,33,10,0.57,Cedar Weather Station,Cedar Weather Station
12/1/1975,17,-11,0,Cedar Weather Station,Cedar Weather Station
12/2/1975,22,-6,0.03,Cedar Weather Station,Cedar Weather Station
12/3/1975,22,10,0,Cedar Weather Station,Cedar Weather Station
12/4/1975,40,22,0,Cedar Weather Station,Cedar Weather Station
12/5/1975,43,33,0,Cedar Weather Station,Cedar Weather Station
12/6/1975,35,0,0,Cedar Weather Station,Cedar Weather Station
12/7/1975,32,5,0,Cedar Weather Station,Cedar Weather Station
12/8/1975,30,14,0,Cedar Weather Station,Cedar Weather Station
12/9/1975,29,1,0,Cedar Weather Station,Cedar Weather Station
12/10/1975,34,22,0,Cedar Weather Station,Cedar Weather Station
12/11/1975,31,15,0,Cedar Weather Station,Cedar Weather Station
12/12/1975,29,7,0,Cedar Weather Station,Cedar Weather Station
12/13/1975,35,28,0.03,Cedar Weather Station,Cedar Weather Station
12/14/1975,35,5,0.31,Cedar Weather Station,Cedar Weather Station
12/15/1975,7,-16,0,Cedar Weather Station,Cedar Weather Station
12/16/1975,12,-6,0,Cedar Weather Station,Cedar Weather Station
12/17/1975,5,-13,0,Cedar Weather Station,Cedar Weather Station
12/18/1975,5,-18,0,Cedar Weather Station,Cedar Weather Station
12/19/1975,28,4,0.07,Cedar Weather Station,Cedar Weather Station
12/20/1975,30,13,0.01,Cedar Weather Station,Cedar Weather Station
12/21/1975,25,-10,0,Cedar Weather Station,Cedar Weather Station
12/22/1975,23,15,0,Cedar Weather Station,Cedar Weather Station
12/23/1975,21,15,0,Cedar Weather Station,Cedar Weather Station
12/24/1975,23,18,0,Cedar Weather Station,Cedar Weather Station
12/25/1975,24,19,0,Cedar Weather Station,Cedar Weather Station
12/26/1975,24,19,0,Cedar Weather Station,Cedar Weather Station
12/27/1975,22,15,0,Cedar Weather Station,Cedar Weather Station
12/28/1975,28,19,0,Cedar Weather Station,Cedar Weather Station
12/29/1975,36,26,0.01,Cedar Weather Station,Cedar Weather Station
12/30/1975,29,25,0,Cedar Weather Station,Cedar Weather Station
12/31/1975,31,25,0,Cedar Weather Station,Cedar Weather Station
1/1/1976,30,17,0.04,Cedar Weather Station,Cedar Weather Station
1/2/1976,29,16,0.3,Cedar Weather Station,Cedar Weather Station
1/3/1976,17,-5,0,Cedar Weather Station,Cedar Weather Station
1/4/1976,2,-20,0,Cedar Weather Station,Cedar Weather Station
1/5/1976,26,-12,0,Cedar Weather Station,Cedar Weather Station
1/6/1976,29,4,0.06,Cedar Weather Station,Cedar Weather Station
1/7/1976,5,-25,0,Cedar Weather Station,Cedar Weather Station
1/8/1976,-4,-20,0,Cedar Weather Station,Cedar Weather Station
1/9/1976,6,-20,0,Cedar Weather Station,Cedar Weather Station
1/10/1976,12,-9,0.23,Cedar Weather Station,Cedar Weather Station
1/11/1976,20,3,0.08,Cedar Weather Station,Cedar Weather Station
1/12/1976,36,5,0,Cedar Weather Station,Cedar Weather Station
1/13/1976,31,1,0,Cedar Weather Station,Cedar Weather Station
1/14/1976,19,-2,0,Cedar Weather Station,Cedar Weather Station
1/15/1976,17,-13,0.07,Cedar Weather Station,Cedar Weather Station
1/16/1976,16,-2,0,Cedar Weather Station,Cedar Weather Station
1/17/1976,15,-27,0,Cedar Weather Station,Cedar Weather Station
1/18/1976,26,-6,0,Cedar Weather Station,Cedar Weather Station
1/19/1976,32,16,0.01,Cedar Weather Station,Cedar Weather Station
1/20/1976,17,-14,0.11,Cedar Weather Station,Cedar Weather Station
1/21/1976,27,14,0.03,Cedar Weather Station,Cedar Weather Station
1/22/1976,20,-7,0,Cedar Weather Station,Cedar Weather Station
1/23/1976,23,12,0,Cedar Weather Station,Cedar Weather Station
1/24/1976,31,12,0,Cedar Weather Station,Cedar Weather Station
1/25/1976,28,5,0,Cedar Weather Station,Cedar Weather Station
1/26/1976,21,-7,0,Cedar Weather Station,Cedar Weather Station
1/27/1976,13,-23,0,Cedar Weather Station,Cedar Weather Station
1/28/1976,43,3,0,Cedar Weather Station,Cedar Weather Station
1/29/1976,38,-5,0.01,Cedar Weather Station,Cedar Weather Station
1/30/1976,21,3,0,Cedar Weather Station,Cedar Weather Station
1/31/1976,33,4,0,Cedar Weather Station,Cedar Weather Station
2/1/1976,35,-2,0,Cedar Weather Station,Cedar Weather Station
2/2/1976,10,-23,0,Cedar Weather Station,Cedar Weather Station
2/3/1976,21,6,0.12,Cedar Weather Station,Cedar Weather Station
2/4/1976,22,-17,0,Cedar Weather Station,Cedar Weather Station
2/5/1976,12,-8,0.02,Cedar Weather Station,Cedar Weather Station
2/6/1976,18,-7,0,Cedar Weather Station,Cedar Weather Station
2/7/1976,40,3,0,Cedar Weather Station,Cedar Weather Station
2/8/1976,38,16,0,Cedar Weather Station,Cedar Weather Station
2/9/1976,45,28,0,Cedar Weather Station,Cedar Weather Station
2/10/1976,44,32,0,Cedar Weather Station,Cedar Weather Station
2/11/1976,38,4,0,Cedar Weather Station,Cedar Weather Station
2/12/1976,45,20,0,Cedar Weather Station,Cedar Weather Station
2/13/1976,44,10,0,Cedar Weather Station,Cedar Weather Station
2/14/1976,39,6,0.06,Cedar Weather Station,Cedar Weather Station
2/15/1976,39,32,0.57,Cedar Weather Station,Cedar Weather Station
2/16/1976,38,27,0,Cedar Weather Station,Cedar Weather Station
2/17/1976,37,31,0,Cedar Weather Station,Cedar Weather Station
2/18/1976,37,32,0.03,Cedar Weather Station,Cedar Weather Station
2/19/1976,35,25,0.02,Cedar Weather Station,Cedar Weather Station
2/20/1976,35,25,0,Cedar Weather Station,Cedar Weather Station
2/21/1976,32,17,0,Cedar Weather Station,Cedar Weather Station
2/22/1976,31,18,0,Cedar Weather Station,Cedar Weather Station
2/23/1976,47,14,0,Cedar Weather Station,Cedar Weather Station
2/24/1976,53,29,0,Cedar Weather Station,Cedar Weather Station
2/25/1976,56,27,0,Cedar Weather Station,Cedar Weather Station
2/26/1976,56,23,0,Cedar Weather Station,Cedar Weather Station
2/27/1976,50,30,0,Cedar Weather Station,Cedar Weather Station
2/28/1976,44,20,0,Cedar Weather Station,Cedar Weather Station
2/29/1976,37,8,0,Cedar Weather Station,Cedar Weather Station
3/1/1976,21,16,0.3,Cedar Weather Station,Cedar Weather Station
3/2/1976,23,18,0.09,Cedar Weather Station,Cedar Weather Station
3/3/1976,31,20,0,Cedar Weather Station,Cedar Weather Station
3/4/1976,29,-3,0.04,Cedar Weather Station,Cedar Weather Station
3/5/1976,23,10,0.26,Cedar Weather Station,Cedar Weather Station
3/6/1976,32,-6,0,Cedar Weather Station,Cedar Weather Station
3/7/1976,29,10,0,Cedar Weather Station,Cedar Weather Station
3/8/1976,31,-4,0,Cedar Weather Station,Cedar Weather Station
3/9/1976,36,21,0,Cedar Weather Station,Cedar Weather Station
3/10/1976,37,12,0,Cedar Weather Station,Cedar Weather Station
3/11/1976,42,0,0,Cedar Weather Station,Cedar Weather Station
3/12/1976,38,22,0.5,Cedar Weather Station,Cedar Weather Station
3/13/1976,32,-1,0,Cedar Weather Station,Cedar Weather Station
3/14/1976,35,24,0,Cedar Weather Station,Cedar Weather Station
3/15/1976,36,1,0.04,Cedar Weather Station,Cedar Weather Station
3/16/1976,39,9,0,Cedar Weather Station,Cedar Weather Station
3/17/1976,37,8,0,Cedar Weather Station,Cedar Weather Station
3/18/1976,57,28,0,Cedar Weather Station,Cedar Weather Station
3/19/1976,61,32,0,Cedar Weather Station,Cedar Weather Station
3/20/1976,60,32,0.05,Cedar Weather Station,Cedar Weather Station
3/21/1976,41,14,0,Cedar Weather Station,Cedar Weather Station
3/22/1976,46,8,0,Cedar Weather Station,Cedar Weather Station
3/23/1976,62,34,0,Cedar Weather Station,Cedar Weather Station
3/24/1976,62,36,0.01,Cedar Weather Station,Cedar Weather Station
3/25/1976,58,24,0,Cedar Weather Station,Cedar Weather Station
3/26/1976,58,35,0.21,Cedar Weather Station,Cedar Weather Station
3/27/1976,48,32,0,Cedar Weather Station,Cedar Weather Station
3/28/1976,59,32,0,Cedar Weather Station,Cedar Weather Station
3/29/1976,58,42,0.59,Cedar Weather Station,Cedar Weather Station
3/30/1976,43,34,0.16,Cedar Weather Station,Cedar Weather Station
3/31/1976,52,30,0,Cedar Weather Station,Cedar Weather Station
4/1/1976,58,22,0,Cedar Weather Station,Cedar Weather Station
4/2/1976,68,30,0,Cedar Weather Station,Cedar Weather Station
4/3/1976,66,36,0,Cedar Weather Station,Cedar Weather Station
4/4/1976,54,19,0,Cedar Weather Station,Cedar Weather Station
4/5/1976,67,34,0,Cedar Weather Station,Cedar Weather Station
4/6/1976,67,28,0,Cedar Weather Station,Cedar Weather Station
4/7/1976,64,33,0,Cedar Weather Station,Cedar Weather Station
4/8/1976,67,25,0,Cedar Weather Station,Cedar Weather Station
4/9/1976,67,30,0,Cedar Weather Station,Cedar Weather Station
4/10/1976,67,43,0.18,Cedar Weather Station,Cedar Weather Station
4/11/1976,64,26,0,Cedar Weather Station,Cedar Weather Station
4/12/1976,61,25,0,Cedar Weather Station,Cedar Weather Station
4/13/1976,77,44,0,Cedar Weather Station,Cedar Weather Station
4/14/1976,80,50,0.21,Cedar Weather Station,Cedar Weather Station
4/15/1976,76,46,0.02,Cedar Weather Station,Cedar Weather Station
4/16/1976,79,63,0,Cedar Weather Station,Cedar Weather Station
4/17/1976,76,60,0,Cedar Weather Station,Cedar Weather Station
4/18/1976,64,45,0.12,Cedar Weather Station,Cedar Weather Station
4/19/1976,65,31,0,Cedar Weather Station,Cedar Weather Station
4/20/1976,67,42,0,Cedar Weather Station,Cedar Weather Station
4/21/1976,64,40,0,Cedar Weather Station,Cedar Weather Station
4/22/1976,55,36,0,Cedar Weather Station,Cedar Weather Station
4/23/1976,53,36,0.2,Cedar Weather Station,Cedar Weather Station
4/24/1976,47,40,0,Cedar Weather Station,Cedar Weather Station
4/25/1976,56,35,0,Cedar Weather Station,Cedar Weather Station
4/26/1976,61,24,0,Cedar Weather Station,Cedar Weather Station
4/27/1976,58,26,0,Cedar Weather Station,Cedar Weather Station
4/28/1976,62,30,0,Cedar Weather Station,Cedar Weather Station
4/29/1976,64,33,0,Cedar Weather Station,Cedar Weather Station
4/30/1976,63,45,0,Cedar Weather Station,Cedar Weather Station
5/1/1976,58,40,0,Cedar Weather Station,Cedar Weather Station
5/2/1976,58,33,0.05,Cedar Weather Station,Cedar Weather Station
5/3/1976,56,29,0,Cedar Weather Station,Cedar Weather Station
5/4/1976,75,27,0,Cedar Weather Station,Cedar Weather Station
5/5/1976,75,46,0.09,Cedar Weather Station,Cedar Weather Station
5/6/1976,58,25,0,Cedar Weather Station,Cedar Weather Station
5/7/1976,60,27,0,Cedar Weather Station,Cedar Weather Station
5/8/1976,77,30,0,Cedar Weather Station,Cedar Weather Station
5/9/1976,83,40,0,Cedar Weather Station,Cedar Weather Station
5/10/1976,79,50,0,Cedar Weather Station,Cedar Weather Station
5/11/1976,71,34,0,Cedar Weather Station,Cedar Weather Station
5/12/1976,70,44,0,Cedar Weather Station,Cedar Weather Station
5/13/1976,65,52,0.07,Cedar Weather Station,Cedar Weather Station
5/14/1976,80,40,0,Cedar Weather Station,Cedar Weather Station
5/15/1976,80,44,0,Cedar Weather Station,Cedar Weather Station
5/16/1976,79,56,0,Cedar Weather Station,Cedar Weather Station
5/17/1976,71,40,0,Cedar Weather Station,Cedar Weather Station
5/18/1976,76,33,0,Cedar Weather Station,Cedar Weather Station
5/19/1976,84,47,0,Cedar Weather Station,Cedar Weather Station
5/20/1976,83,47,0,Cedar Weather Station,Cedar Weather Station
5/21/1976,81,46,0,Cedar Weather Station,Cedar Weather Station
5/22/1976,72,49,0,Cedar Weather Station,Cedar Weather Station
